https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR
1609232760,2020-12-29 09:06:00,BTC/EUR,21735.82,21739.12,21730.65,21730.65,0.63999717,13907.5545022605
1609232700,2020-12-29 09:05:00,BTC/EUR,21729.27,21743.26,21706.41,21736.61,4.08527983,88800.1344055763
1609232640,2020-12-29 09:04:00,BTC/EUR,21726.31,21740.07,21720.75,21738.89,1.36083040,29582.942374256
1609232580,2020-12-29 09:03:00,BTC/EUR,21746.91,21746.91,21712.47,21729.57,2.42735780,52745.441230145996
1609232520,2020-12-29 09:02:00,BTC/EUR,21758.97,21758.97,21719.17,21735.80,8.33176750,181097.63202649998
1609232460,2020-12-29 09:01:00,BTC/EUR,21785.39,21785.39,21740.87,21758.97,5.81873356,126609.6489700332
1609232400,2020-12-29 09:00:00,BTC/EUR,21776.77,21793.13,21776.43,21785.39,0.32362674,7050.334745328601
1609232340,2020-12-29 08:59:00,BTC/EUR,21787.87,21798.70,21766.51,21778.26,5.45474666,118794.89099561158
1609232280,2020-12-29 08:58:00,BTC/EUR,21798.15,21804.06,21781.39,21785.05,0.92920528,20242.783485064
1609232220,2020-12-29 08:57:00,BTC/EUR,21814.80,21814.80,21787.39,21799.34,0.62253010,13570.745310134
1609232160,2020-12-29 08:56:00,BTC/EUR,21840.70,21840.80,21814.01,21814.01,0.82916648,18087.4458863848
1609232100,2020-12-29 08:55:00,BTC/EUR,21818.61,21851.30,21805.51,21840.69,2.06533962,45108.4423851378
1609232040,2020-12-29 08:54:00,BTC/EUR,21789.12,21819.70,21785.57,21818.13,3.44929784,75257.2286818392
1609231980,2020-12-29 08:53:00,BTC/EUR,21751.13,21803.39,21751.12,21797.83,2.71045468,59082.0303373444
1609231920,2020-12-29 08:52:00,BTC/EUR,21859.47,21859.47,21768.73,21786.37,5.14462358,112082.6728246046
1609231860,2020-12-29 08:51:00,BTC/EUR,21794.79,21860.56,21794.79,21860.56,3.75421174,82069.17099497441
1609231800,2020-12-29 08:50:00,BTC/EUR,21792.30,21803.48,21774.30,21794.79,11.83149849,257865.0249748671
1609231740,2020-12-29 08:49:00,BTC/EUR,21798.00,21805.62,21787.98,21793.38,1.05629934,23020.3329103692
1609231680,2020-12-29 08:48:00,BTC/EUR,21780.26,21810.10,21772.66,21781.09,3.69210920,80418.162775028
1609231620,2020-12-29 08:47:00,BTC/EUR,21765.60,21781.03,21748.84,21777.32,1.53033696,33326.6376857472
1609231560,2020-12-29 08:46:00,BTC/EUR,21773.22,21773.22,21751.30,21765.60,0.48350920,10523.867843519998
1609231500,2020-12-29 08:45:00,BTC/EUR,21786.38,21786.38,21770.64,21773.22,0.69405420,15111.794788524
1609231440,2020-12-29 08:44:00,BTC/EUR,21736.39,21785.55,21727.27,21785.55,3.31989568,72325.753331424
1609231380,2020-12-29 08:43:00,BTC/EUR,21692.96,21736.39,21686.58,21736.39,0.75782208,16472.3162814912
1609231320,2020-12-29 08:42:00,BTC/EUR,21711.12,21721.09,21688.18,21692.96,1.02061476,22140.1551640896
1609231260,2020-12-29 08:41:00,BTC/EUR,21691.61,21692.11,21679.17,21692.11,0.34757268,7539.584807554801
1609231200,2020-12-29 08:40:00,BTC/EUR,21689.86,21689.86,21672.61,21688.09,0.75228750,16315.679005875
1609231140,2020-12-29 08:39:00,BTC/EUR,21671.32,21689.86,21671.32,21689.86,0.84679569,18366.8799647034
1609231080,2020-12-29 08:38:00,BTC/EUR,21659.64,21663.15,21652.70,21663.15,0.83234101,18031.128150781504
1609231020,2020-12-29 08:37:00,BTC/EUR,21642.27,21659.67,21635.58,21659.67,0.84763392,18359.4709880064
1609230960,2020-12-29 08:36:00,BTC/EUR,21634.19,21646.11,21632.60,21638.57,1.14542217,24785.2978050969
1609230900,2020-12-29 08:35:00,BTC/EUR,21621.11,21647.02,21621.11,21634.19,3.14472012,68033.4725729028
1609230840,2020-12-29 08:34:00,BTC/EUR,21600.00,21636.30,21600.00,21630.54,2.41031436,52136.401176554406
1609230780,2020-12-29 08:33:00,BTC/EUR,21612.77,21615.82,21600.00,21600.00,1.57391187,33996.496392
1609230720,2020-12-29 08:32:00,BTC/EUR,21621.70,21626.96,21605.01,21610.73,2.33942512,50556.6846235376
1609230660,2020-12-29 08:31:00,BTC/EUR,21606.47,21631.47,21600.00,21620.37,1.41943676,30688.747942801197
1609230600,2020-12-29 08:30:00,BTC/EUR,21635.56,21635.56,21614.89,21615.62,0.60545427,13087.269427697398
1609230540,2020-12-29 08:29:00,BTC/EUR,21641.05,21641.05,21629.89,21635.56,2.54817887,55131.27683261721
1609230480,2020-12-29 08:28:00,BTC/EUR,21633.22,21657.40,21632.44,21641.05,2.12415903,45969.031776181495
1609230420,2020-12-29 08:27:00,BTC/EUR,21655.61,21679.00,21626.30,21626.30,3.34219839,72279.385041657
1609230360,2020-12-29 08:26:00,BTC/EUR,21658.42,21659.92,21642.52,21659.92,2.76744499,59942.637087800795
1609230300,2020-12-29 08:25:00,BTC/EUR,21681.79,21681.79,21660.46,21660.46,1.64368925,35603.065252055
1609230240,2020-12-29 08:24:00,BTC/EUR,21699.11,21700.00,21681.79,21681.79,1.04147232,22580.9841330528
1609230180,2020-12-29 08:23:00,BTC/EUR,21692.89,21719.07,21690.00,21699.77,4.87659387,105820.9653624099
1609230120,2020-12-29 08:22:00,BTC/EUR,21657.53,21680.86,21646.69,21680.86,2.50372394,54282.8882217884
1609230060,2020-12-29 08:21:00,BTC/EUR,21646.33,21666.47,21622.86,21666.47,1.83533532,39765.2376507204
1609230000,2020-12-29 08:20:00,BTC/EUR,21667.84,21667.84,21642.21,21642.21,0.58732741,12711.063145976099
1609229940,2020-12-29 08:19:00,BTC/EUR,21666.67,21671.59,21659.27,21670.23,0.39667383,8596.0131310809
1609229880,2020-12-29 08:18:00,BTC/EUR,21675.86,21675.86,21656.42,21666.67,0.17326266,3754.0248775422
1609229820,2020-12-29 08:17:00,BTC/EUR,21641.91,21698.17,21641.91,21679.73,6.45158585,139868.6392998205
1609229760,2020-12-29 08:16:00,BTC/EUR,21647.66,21647.68,21633.30,21645.06,0.12337835,2670.531788451
1609229700,2020-12-29 08:15:00,BTC/EUR,21669.09,21669.09,21633.40,21647.66,1.75474625,37986.150206275
1609229640,2020-12-29 08:14:00,BTC/EUR,21672.22,21672.22,21659.39,21669.51,1.69767401,36787.7639364351
1609229580,2020-12-29 08:13:00,BTC/EUR,21681.41,21688.94,21674.08,21678.39,3.03407024,65773.7579501136
1609229520,2020-12-29 08:12:00,BTC/EUR,21698.98,21698.98,21677.17,21688.88,1.25293605,27174.779636124
1609229460,2020-12-29 08:11:00,BTC/EUR,21729.67,21729.67,21684.49,21699.01,1.36213100,29556.89419031
1609229400,2020-12-29 08:10:00,BTC/EUR,21657.00,21718.58,21657.00,21718.58,36.24781214,787251.0077875613
1609229340,2020-12-29 08:09:00,BTC/EUR,21645.76,21672.98,21644.07,21646.79,2.84513600,61588.06151344001
1609229280,2020-12-29 08:08:00,BTC/EUR,21641.21,21658.96,21638.13,21658.96,1.30308341,28223.4314538536
1609229220,2020-12-29 08:07:00,BTC/EUR,21622.23,21638.13,21622.10,21638.13,1.17103184,25338.9391880592
1609229160,2020-12-29 08:06:00,BTC/EUR,21638.43,21640.68,21626.18,21632.49,1.94577156,42091.8838139844
1609229100,2020-12-29 08:05:00,BTC/EUR,21677.29,21677.29,21638.43,21638.43,0.72870717,15768.0790885431
1609229040,2020-12-29 08:04:00,BTC/EUR,21633.54,21691.24,21629.29,21680.46,2.75579748,59746.9570332408
1609228980,2020-12-29 08:03:00,BTC/EUR,21613.44,21633.59,21599.59,21633.54,1.36889494,29614.043440287598
1609228920,2020-12-29 08:02:00,BTC/EUR,21634.62,21639.12,21603.15,21616.84,6.39408318,138219.8730487512
1609228860,2020-12-29 08:01:00,BTC/EUR,21598.88,21635.70,21596.78,21635.70,23.08401614,499438.848000198
1609228800,2020-12-29 08:00:00,BTC/EUR,21588.29,21598.80,21580.12,21594.82,2.68326275,57944.576098954996
1609228740,2020-12-29 07:59:00,BTC/EUR,21566.67,21581.88,21550.45,21576.00,15.35422222,331282.69861872
1609228680,2020-12-29 07:58:00,BTC/EUR,21560.74,21573.73,21560.60,21573.20,2.06692970,44590.28780404
1609228620,2020-12-29 07:57:00,BTC/EUR,21558.95,21558.99,21541.48,21555.12,0.71234324,15354.644019388801
1609228560,2020-12-29 07:56:00,BTC/EUR,21539.91,21559.22,21522.72,21559.22,2.20012049,47432.88167041781
1609228500,2020-12-29 07:55:00,BTC/EUR,21525.63,21551.25,21525.63,21547.68,1.76856442,38108.4601815456
1609228440,2020-12-29 07:54:00,BTC/EUR,21489.75,21514.82,21474.24,21513.75,2.96772471,63846.8874797625
1609228380,2020-12-29 07:53:00,BTC/EUR,21471.48,21487.34,21454.35,21487.34,2.90073109,62328.9951794006
1609228320,2020-12-29 07:52:00,BTC/EUR,21446.81,21467.57,21437.87,21466.49,1.38886149,29813.9812864701
1609228260,2020-12-29 07:51:00,BTC/EUR,21439.74,21445.74,21422.25,21445.74,1.39613630,29941.176094362003
1609228200,2020-12-29 07:50:00,BTC/EUR,21432.25,21443.05,21424.71,21439.74,1.25727851,26955.7243619874
1609228140,2020-12-29 07:49:00,BTC/EUR,21400.00,21432.26,21394.84,21432.25,1.53849672,32973.44632722
1609228080,2020-12-29 07:48:00,BTC/EUR,21409.39,21415.18,21400.00,21400.00,0.79062380,16919.34932
1609228020,2020-12-29 07:47:00,BTC/EUR,21423.63,21423.63,21393.77,21407.74,0.16674582,3569.6511606468002
1609227960,2020-12-29 07:46:00,BTC/EUR,21439.49,21443.90,21411.35,21423.57,2.74207826,58745.1055485882
1609227900,2020-12-29 07:45:00,BTC/EUR,21440.14,21450.61,21429.86,21439.49,0.83316510,17862.634829799
1609227840,2020-12-29 07:44:00,BTC/EUR,21438.55,21442.35,21427.29,21440.14,2.46630482,52877.9206234748
1609227780,2020-12-29 07:43:00,BTC/EUR,21419.67,21442.35,21409.09,21442.35,0.77047672,16520.831497092
1609227720,2020-12-29 07:42:00,BTC/EUR,21413.59,21417.16,21398.28,21414.41,0.54978477,11773.316476535701
1609227660,2020-12-29 07:41:00,BTC/EUR,21420.14,21420.14,21406.23,21413.88,2.36910245,50731.67557200601
1609227600,2020-12-29 07:40:00,BTC/EUR,21402.37,21420.14,21398.33,21420.14,0.52132821,11166.923244149399
1609227540,2020-12-29 07:39:00,BTC/EUR,21415.59,21424.09,21391.07,21412.40,3.25697143,69739.57504773201
1609227480,2020-12-29 07:38:00,BTC/EUR,21393.33,21416.84,21391.58,21416.84,0.51277237,10981.9638047108
1609227420,2020-12-29 07:37:00,BTC/EUR,21379.03,21392.02,21362.81,21392.02,0.15973303,3417.0121724206
1609227360,2020-12-29 07:36:00,BTC/EUR,21376.32,21401.71,21355.55,21379.03,1.67850982,35884.911797074594
1609227300,2020-12-29 07:35:00,BTC/EUR,21360.29,21360.29,21341.24,21354.37,0.37097481,7921.933353419699
1609227240,2020-12-29 07:34:00,BTC/EUR,21368.31,21378.56,21347.93,21363.70,4.42693329,94575.674727573
1609227180,2020-12-29 07:33:00,BTC/EUR,21401.14,21404.81,21382.00,21382.00,0.65807822,14071.028500040002
1609227120,2020-12-29 07:32:00,BTC/EUR,21429.32,21429.32,21386.75,21401.14,0.51233816,10964.620689502399
1609227060,2020-12-29 07:31:00,BTC/EUR,21397.34,21427.78,21397.34,21422.11,2.30890689,49461.6573773379
1609227000,2020-12-29 07:30:00,BTC/EUR,21393.99,21416.79,21377.29,21416.79,0.43042622,9218.3479642338
1609226940,2020-12-29 07:29:00,BTC/EUR,21374.05,21393.64,21354.15,21393.64,1.43634615,30728.672448486002
1609226880,2020-12-29 07:28:00,BTC/EUR,21408.29,21408.52,21349.74,21408.52,1.22564390,26239.221946028
1609226820,2020-12-29 07:27:00,BTC/EUR,21394.25,21417.75,21392.53,21414.23,3.66036039,78383.7992743497
1609226760,2020-12-29 07:26:00,BTC/EUR,21418.11,21426.83,21405.92,21426.83,0.82605859,17699.816977969702
1609226700,2020-12-29 07:25:00,BTC/EUR,21392.01,21420.96,21391.87,21416.19,1.23700219,26491.873931456095
1609226640,2020-12-29 07:24:00,BTC/EUR,21396.37,21406.83,21370.00,21381.86,4.43176872,94759.4583234192
1609226580,2020-12-29 07:23:00,BTC/EUR,21460.78,21460.78,21390.27,21407.63,1.41614283,30316.261731792903
1609226520,2020-12-29 07:22:00,BTC/EUR,21440.28,21464.70,21440.28,21464.70,1.17601254,25242.756367338003
1609226460,2020-12-29 07:21:00,BTC/EUR,21500.57,21500.57,21436.94,21437.03,4.31249234,92447.02766735021
1609226400,2020-12-29 07:20:00,BTC/EUR,21495.18,21506.38,21492.45,21500.57,0.57196027,12297.4718223539
1609226340,2020-12-29 07:19:00,BTC/EUR,21484.69,21495.90,21478.60,21495.18,3.05961410,65766.95581003801
1609226280,2020-12-29 07:18:00,BTC/EUR,21521.26,21521.26,21488.28,21500.47,0.19726842,4241.3637461574
1609226220,2020-12-29 07:17:00,BTC/EUR,21512.32,21515.88,21503.57,21514.81,2.35600824,50689.0696420344
1609226160,2020-12-29 07:16:00,BTC/EUR,21522.53,21522.53,21499.67,21517.91,3.66777861,78922.9300299051
1609226100,2020-12-29 07:15:00,BTC/EUR,21531.44,21543.50,21522.53,21522.53,13.46996513,289907.7286093789
1609226040,2020-12-29 07:14:00,BTC/EUR,21550.84,21554.04,21534.69,21536.48,1.55363730,33459.878638704
1609225980,2020-12-29 07:13:00,BTC/EUR,21551.32,21551.32,21543.89,21550.84,0.61852449,13329.7223200716
1609225920,2020-12-29 07:12:00,BTC/EUR,21568.61,21568.63,21543.65,21548.86,1.22376268,26370.690664544803
1609225860,2020-12-29 07:11:00,BTC/EUR,21580.44,21580.44,21559.32,21572.67,0.21281581,4591.0052399127
1609225800,2020-12-29 07:10:00,BTC/EUR,21581.88,21591.55,21570.55,21583.51,0.92365957,19935.815565690697
1609225740,2020-12-29 07:09:00,BTC/EUR,21604.13,21604.13,21579.72,21591.53,0.65358985,14112.0048539705
1609225680,2020-12-29 07:08:00,BTC/EUR,21611.48,21611.48,21589.02,21593.13,1.87122506,40405.605979837805
1609225620,2020-12-29 07:07:00,BTC/EUR,21584.26,21604.03,21584.26,21602.70,2.50441880,54102.20801076
1609225560,2020-12-29 07:06:00,BTC/EUR,21584.26,21584.26,21583.29,21584.26,0.13594773,2934.3311507297994
1609225500,2020-12-29 07:05:00,BTC/EUR,21580.81,21584.28,21580.81,21584.26,1.27207390,27456.773796814
1609225440,2020-12-29 07:04:00,BTC/EUR,21571.38,21587.81,21570.79,21584.44,0.44882680,9687.675134992
1609225380,2020-12-29 07:03:00,BTC/EUR,21563.74,21580.31,21563.74,21580.31,0.17369631,3748.4202156561
1609225320,2020-12-29 07:02:00,BTC/EUR,21557.25,21576.11,21557.25,21576.11,0.59452785,12827.5982896635
1609225260,2020-12-29 07:01:00,BTC/EUR,21530.86,21557.25,21530.76,21557.25,1.48386742,31988.100939795
1609225200,2020-12-29 07:00:00,BTC/EUR,21512.07,21530.76,21512.07,21528.43,1.49482837,32181.3079255591
1609225140,2020-12-29 06:59:00,BTC/EUR,21554.28,21556.14,21538.63,21556.14,0.91540072,19732.5060764208
1609225080,2020-12-29 06:58:00,BTC/EUR,21554.15,21555.35,21550.46,21554.28,0.53586745,11550.237060186
1609225020,2020-12-29 06:57:00,BTC/EUR,21551.11,21551.11,21535.01,21540.28,0.12387150,2668.22679402
1609224960,2020-12-29 06:56:00,BTC/EUR,21553.47,21557.47,21544.39,21551.11,0.62156456,13395.406204661602
1609224900,2020-12-29 06:55:00,BTC/EUR,21526.28,21551.84,21526.28,21551.84,1.15476483,24887.3068537872
1609224840,2020-12-29 06:54:00,BTC/EUR,21529.21,21536.45,21517.71,21526.28,1.92248770,41384.008526756
1609224780,2020-12-29 06:53:00,BTC/EUR,21558.68,21558.68,21526.60,21526.60,0.73968639,15922.933042974
1609224720,2020-12-29 06:52:00,BTC/EUR,21561.68,21561.68,21528.64,21548.19,0.80925938,17438.0748795222
1609224660,2020-12-29 06:51:00,BTC/EUR,21553.57,21567.92,21543.26,21564.43,2.70543813,58341.2311737159
1609224600,2020-12-29 06:50:00,BTC/EUR,21524.96,21584.07,21524.96,21565.69,2.34775921,50631.0473175049
1609224540,2020-12-29 06:49:00,BTC/EUR,21545.97,21556.67,21509.36,21524.96,1.50218388,32334.4479296448
1609224480,2020-12-29 06:48:00,BTC/EUR,21570.00,21575.89,21551.37,21551.37,3.59682735,77516.55704596949
1609224420,2020-12-29 06:47:00,BTC/EUR,21597.73,21619.13,21587.86,21587.86,2.43793643,52629.830339739805
1609224360,2020-12-29 06:46:00,BTC/EUR,21666.45,21678.57,21593.20,21620.71,8.21178174,177544.5515838354
1609224300,2020-12-29 06:45:00,BTC/EUR,21636.11,21677.51,21636.11,21672.97,2.06856636,44831.976663289206
1609224240,2020-12-29 06:44:00,BTC/EUR,21623.32,21637.93,21623.32,21632.44,0.72853629,15760.017581247599
1609224180,2020-12-29 06:43:00,BTC/EUR,21628.92,21635.22,21611.91,21611.91,3.31583802,71661.5928628182
1609224120,2020-12-29 06:42:00,BTC/EUR,21640.28,21640.28,21622.32,21633.23,2.28150601,49356.3442607123
1609224060,2020-12-29 06:41:00,BTC/EUR,21631.56,21640.28,21624.71,21640.28,0.40837407,8837.329219539599
1609224000,2020-12-29 06:40:00,BTC/EUR,21649.58,21656.42,21624.74,21632.71,1.90716345,41257.1138364495
1609223940,2020-12-29 06:39:00,BTC/EUR,21598.60,21653.81,21594.56,21653.79,7.97188392,172621.5003080568
1609223880,2020-12-29 06:38:00,BTC/EUR,21590.87,21599.54,21586.96,21594.23,1.25997660,27208.224495017996
1609223820,2020-12-29 06:37:00,BTC/EUR,21601.68,21612.19,21593.99,21593.99,0.83318859,17991.866080574102
1609223760,2020-12-29 06:36:00,BTC/EUR,21634.70,21634.70,21607.72,21608.12,5.24940084,113429.6832788208
1609223700,2020-12-29 06:35:00,BTC/EUR,21623.20,21641.26,21613.65,21637.61,0.38831130,8402.128467993001
1609223640,2020-12-29 06:34:00,BTC/EUR,21629.27,21632.12,21612.99,21627.83,0.22070438,4773.3568108954005
1609223580,2020-12-29 06:33:00,BTC/EUR,21649.16,21651.70,21616.12,21635.86,1.49125387,32264.5599557782
1609223520,2020-12-29 06:32:00,BTC/EUR,21633.01,21674.60,21633.01,21657.22,1.84232601,39899.6597102922
1609223460,2020-12-29 06:31:00,BTC/EUR,21618.12,21618.23,21618.12,21618.23,0.11566922,2500.5638018806
1609223400,2020-12-29 06:30:00,BTC/EUR,21603.12,21603.12,21585.40,21588.54,0.72875591,15732.7761132714
1609223340,2020-12-29 06:29:00,BTC/EUR,21595.35,21603.12,21585.86,21603.12,0.85936915,18565.054871748
1609223280,2020-12-29 06:28:00,BTC/EUR,21604.53,21609.09,21590.00,21609.09,0.39619366,8561.3844563694
1609223220,2020-12-29 06:27:00,BTC/EUR,21621.21,21621.84,21600.58,21600.58,0.24081709,5201.788817912201
1609223160,2020-12-29 06:26:00,BTC/EUR,21581.50,21592.68,21574.09,21592.68,1.26101790,27228.755988972
1609223100,2020-12-29 06:25:00,BTC/EUR,21592.70,21592.70,21583.84,21591.35,0.89795972,19388.162600421998
1609223040,2020-12-29 06:24:00,BTC/EUR,21578.99,21596.97,21558.53,21596.97,0.31414322,6784.5416980434
1609222980,2020-12-29 06:23:00,BTC/EUR,21582.00,21587.30,21567.19,21582.91,2.20460760,47581.847416116005
1609222920,2020-12-29 06:22:00,BTC/EUR,21586.94,21586.94,21567.42,21586.87,1.13390141,24477.3823304867
1609222860,2020-12-29 06:21:00,BTC/EUR,21576.46,21589.07,21573.67,21586.23,1.89117116,40823.2556291268
1609222800,2020-12-29 06:20:00,BTC/EUR,21530.52,21563.84,21530.52,21563.84,1.33422239,28770.958142377604
1609222740,2020-12-29 06:19:00,BTC/EUR,21528.21,21535.40,21509.85,21509.85,0.63437000,13645.203544499998
1609222680,2020-12-29 06:18:00,BTC/EUR,21522.27,21528.03,21522.27,21523.73,4.32449419,93079.2453321287
1609222620,2020-12-29 06:17:00,BTC/EUR,21506.60,21520.53,21506.60,21520.53,0.45851102,9867.4001612406
1609222560,2020-12-29 06:16:00,BTC/EUR,21475.40,21510.18,21475.40,21510.18,4.32117386,92949.2275398948
1609222500,2020-12-29 06:15:00,BTC/EUR,21470.94,21470.94,21456.93,21470.82,0.92606775,19883.433968055
1609222440,2020-12-29 06:14:00,BTC/EUR,21461.79,21468.03,21449.37,21468.03,4.67965152,100462.8992209056
1609222380,2020-12-29 06:13:00,BTC/EUR,21477.20,21506.54,21455.70,21460.38,2.26348701,48575.2913596638
1609222320,2020-12-29 06:12:00,BTC/EUR,21498.14,21509.71,21475.83,21494.64,0.57274797,12311.011425880799
1609222260,2020-12-29 06:11:00,BTC/EUR,21490.23,21514.93,21490.23,21514.20,0.22613196,4865.048213832
1609222200,2020-12-29 06:10:00,BTC/EUR,21481.70,21486.94,21472.74,21486.94,0.63729694,13693.5611119636
1609222140,2020-12-29 06:09:00,BTC/EUR,21531.44,21532.26,21479.25,21479.25,3.18971172,68512.61546181
1609222080,2020-12-29 06:08:00,BTC/EUR,21542.52,21546.14,21523.69,21545.38,0.52725229,11359.850943920199
1609222020,2020-12-29 06:07:00,BTC/EUR,21554.58,21554.58,21530.81,21543.10,0.70762419,15244.418687589
1609221960,2020-12-29 06:06:00,BTC/EUR,21555.05,21555.05,21554.58,21554.58,0.01496233,322.5067389714
1609221900,2020-12-29 06:05:00,BTC/EUR,21541.57,21553.08,21529.54,21541.34,0.12784849,2754.0277915766
1609221840,2020-12-29 06:04:00,BTC/EUR,21553.73,21573.65,21546.30,21573.65,0.70649046,15241.577912379002
1609221780,2020-12-29 06:03:00,BTC/EUR,21570.07,21570.07,21553.22,21553.73,0.78078327,16828.7917900971
1609221720,2020-12-29 06:02:00,BTC/EUR,21563.16,21563.16,21544.16,21555.81,0.34699195,7479.6925457295
1609221660,2020-12-29 06:01:00,BTC/EUR,21575.63,21575.63,21550.03,21550.03,2.53462919,54621.3350833757
1609221600,2020-12-29 06:00:00,BTC/EUR,21604.32,21614.92,21560.00,21583.13,0.34166548,7374.2104713524
1609221540,2020-12-29 05:59:00,BTC/EUR,21578.19,21625.80,21578.19,21603.23,1.37194499,29638.4431663177
1609221480,2020-12-29 05:58:00,BTC/EUR,21578.73,21608.53,21553.89,21582.29,0.91900429,19834.2170980241
1609221420,2020-12-29 05:57:00,BTC/EUR,21566.63,21595.82,21558.59,21558.59,1.93596974,41736.7778770666
1609221360,2020-12-29 05:56:00,BTC/EUR,21508.79,21566.63,21504.33,21566.63,1.25443354,27053.9040167702
1609221300,2020-12-29 05:55:00,BTC/EUR,21519.77,21526.54,21503.17,21526.54,1.30521888,28096.8464290752
1609221240,2020-12-29 05:54:00,BTC/EUR,21497.81,21529.76,21497.81,21521.41,0.55628365,11972.0085079465
1609221180,2020-12-29 05:53:00,BTC/EUR,21531.01,21531.01,21512.49,21518.46,2.31923610,49906.389248406
1609221120,2020-12-29 05:52:00,BTC/EUR,21500.51,21515.48,21499.97,21515.47,0.57369941,12343.412444872702
1609221060,2020-12-29 05:51:00,BTC/EUR,21498.24,21511.78,21478.36,21503.37,0.70184072,15091.9406832264
1609221000,2020-12-29 05:50:00,BTC/EUR,21476.06,21512.13,21470.58,21498.24,0.86753043,18650.377391443202
1609220940,2020-12-29 05:49:00,BTC/EUR,21408.84,21473.37,21408.84,21461.19,0.91509285,19638.981521491496
1609220880,2020-12-29 05:48:00,BTC/EUR,21355.30,21400.25,21350.78,21383.44,2.24805013,48071.0450718472
1609220820,2020-12-29 05:47:00,BTC/EUR,21366.45,21368.83,21355.81,21356.87,0.70474738,15051.1981775006
1609220760,2020-12-29 05:46:00,BTC/EUR,21416.39,21416.39,21349.95,21367.77,0.95533108,20413.2947912916
1609220700,2020-12-29 05:45:00,BTC/EUR,21457.52,21457.52,21401.03,21420.77,0.54164386,11602.4285469722
1609220640,2020-12-29 05:44:00,BTC/EUR,21445.51,21458.30,21429.68,21457.52,5.46409103,117245.8425580456
1609220580,2020-12-29 05:43:00,BTC/EUR,21447.34,21453.62,21427.52,21451.38,0.74633587,16009.934355000601
1609220520,2020-12-29 05:42:00,BTC/EUR,21472.87,21472.87,21420.51,21438.10,1.56439244,33537.601567964
1609220460,2020-12-29 05:41:00,BTC/EUR,21455.72,21476.06,21424.56,21476.06,3.51618655,75513.833318993
1609220400,2020-12-29 05:40:00,BTC/EUR,21460.06,21468.28,21460.06,21468.28,1.00871651,21655.408477302797
1609220340,2020-12-29 05:39:00,BTC/EUR,21474.97,21476.06,21456.00,21456.00,0.93339718,20026.96989408
1609220280,2020-12-29 05:38:00,BTC/EUR,21464.46,21470.67,21436.13,21470.67,0.98103808,21063.5448731136
1609220220,2020-12-29 05:37:00,BTC/EUR,21474.98,21476.05,21449.84,21474.81,0.92542893,19873.4104402533
1609220160,2020-12-29 05:36:00,BTC/EUR,21470.86,21481.04,21457.27,21476.06,0.58176070,12493.927698842
1609220100,2020-12-29 05:35:00,BTC/EUR,21450.57,21479.43,21415.10,21447.68,0.77805977,16687.5769678336
1609220040,2020-12-29 05:34:00,BTC/EUR,21378.89,21490.24,21378.89,21442.29,3.75113228,80432.86617612121
1609219980,2020-12-29 05:33:00,BTC/EUR,21395.63,21395.63,21365.06,21386.61,0.50349105,10767.966724840502
1609219920,2020-12-29 05:32:00,BTC/EUR,21355.23,21377.86,21341.52,21377.86,0.51469894,11003.1618814684
1609219860,2020-12-29 05:31:00,BTC/EUR,21323.54,21349.87,21314.82,21340.02,1.90924946,40743.421661389206
1609219800,2020-12-29 05:30:00,BTC/EUR,21391.26,21391.26,21312.91,21324.59,6.45223964,137591.3649047476
1609219740,2020-12-29 05:29:00,BTC/EUR,21364.67,21422.53,21364.65,21422.53,0.72094504,15444.4667477512
1609219680,2020-12-29 05:28:00,BTC/EUR,21216.17,21376.45,21213.03,21351.82,2.12008680,45267.711737976
1609219620,2020-12-29 05:27:00,BTC/EUR,21194.07,21225.20,21132.73,21216.84,5.79652152,122983.8696463968
1609219560,2020-12-29 05:26:00,BTC/EUR,21209.15,21230.71,21170.00,21194.04,8.73654774,185162.7422634696
1609219500,2020-12-29 05:25:00,BTC/EUR,21265.86,21265.86,21210.51,21210.51,2.73364719,57982.0510599669
1609219440,2020-12-29 05:24:00,BTC/EUR,21304.04,21326.40,21247.21,21260.15,0.56777203,12070.9185236045
1609219380,2020-12-29 05:23:00,BTC/EUR,21280.50,21301.71,21234.00,21301.71,7.61369208,162184.66071745678
1609219320,2020-12-29 05:22:00,BTC/EUR,21313.75,21313.75,21279.70,21298.25,0.93322442,19876.047003265
1609219260,2020-12-29 05:21:00,BTC/EUR,21356.80,21373.04,21354.67,21362.07,0.96843802,20687.8407739014
1609219200,2020-12-29 05:20:00,BTC/EUR,21397.38,21425.19,21384.82,21384.82,3.70282599,79184.2672874718
1609219140,2020-12-29 05:19:00,BTC/EUR,21329.86,21376.55,21280.32,21376.55,6.00282700,128319.73150684999
1609219080,2020-12-29 05:18:00,BTC/EUR,21389.19,21389.19,21321.30,21331.70,5.26827345,112381.228753365
1609219020,2020-12-29 05:17:00,BTC/EUR,21429.37,21437.60,21387.45,21387.45,1.63958335,35066.5069189575
1609218960,2020-12-29 05:16:00,BTC/EUR,21419.13,21435.96,21415.02,21435.96,2.66237131,57070.4849063076
1609218900,2020-12-29 05:15:00,BTC/EUR,21389.80,21422.97,21388.60,21422.96,1.27703132,27357.7908871072
1609218840,2020-12-29 05:14:00,BTC/EUR,21351.96,21392.31,21351.96,21392.31,2.48590485,53179.2471817035
